player_name,fd_position,true_position,projected_min,salary,team,opponent,location,implied_total,fp_pg,fp_per_min,usg_pct,usg_boost,fppm_adj,ref_weight,dvp_weight,line_weight,games_pct,gp_weight,low_gp_flag,min_sd,omega,omega_weight,proj_fp,fp_sd,ceiling,floor,fp_range,upside_ratio,hist_max_fp,hist_min_fp,team_days_rest,team_is_b2b,team_is_3in4,load_mgmt_risk,opp_days_rest,opp_is_b2b,rest_advantage_days,tier,raw_fp_sd,tier_cv,tier_expected_sd,value_ratio,value_vs_tier,archetype
Tristan da Silva,SF/PF,SF,7.61,3700,ORL,DET,away,111.0,19.44,0.787,16.2,1.2425957170668396,0.8292559247242052,0.9890594394307187,0.9267866649420156,1.0088522870978687,160.4,1.0,False,6.54,0.9,1.04,6.069268216550898,6.499943200000001,15.8,0.0,15.8,1.603,53.4,1.2,2,False,False,False,2,False,0,punt,9.56,1.075,4.9,1.75,-0.271,3-and-D Wing
Jarred Vanderbilt,PF/C,PF,7.61,3600,LAL,HOU,home,106.0,14.15,0.8132,12.4,1.095301391035549,0.8634814003091191,1.0013448117769443,0.9310023246969861,0.9187703763530883,135.4,1.0,False,6.28,0.9,1.04,5.853456355458072,4.881179599999999,13.2,1.0,12.2,1.255,40.6,0.2,3,False,False,False,3,False,0,punt,8.318050000000001,1.075,3.56,1.31,-0.454,Stretch 4
Jae'Sean Tate,SF,SF,7.83,3500,HOU,LAL,away,102.5,6.07,0.6898,13.5,0.766445530726257,0.7172137695530726,1.0076429727476555,1.0240515008601436,0.9069671283853628,95.8,1.0,False,5.26,0.818,1.0318,5.422829255675042,5.445180000000001,13.6,0.0,13.6,1.508,23.2,-1.0,3,False,False,False,3,False,0,punt,5.4243999999999994,0.999,4.06,1.53,-0.362,3-and-D Wing
Jase Richardson,SG,SG,6.87,3500,ORL,DET,away,111.0,8.19,0.7514,16.8,1.288617780661908,0.7917444750162232,0.9890594394307187,0.9265056209583509,1.0088522870978687,112.5,1.0,False,7.51,0.74,1.024,5.1492000955095385,3.1741856,9.9,2.0,7.9,0.923,27.0,-1.0,2,False,False,False,2,False,0,punt,7.31,1.333,1.88,0.71,-0.704,Shooting Wing
Aaron Holiday,PG,PG,6.87,3600,HOU,LAL,away,102.5,9.45,0.6898,16.6,0.9424441340782124,0.7172137695530726,1.0076429727476555,1.0973938094312932,0.9069671283853628,118.8,1.0,False,7.75,0.755,1.0255,5.067593309137382,3.5620279999999998,10.4,1.5,8.9,1.052,30.2,-1.0,3,False,False,False,3,False,0,punt,6.67545,1.177,2.13,0.78,-0.675,Shooting Wing
Clint Capela,C,C,4.46,3500,HOU,LAL,away,102.5,13.77,1.1195,13.7,0.777800279329609,1.1639907437150836,1.0076429727476555,1.0109532052842753,0.9069671283853628,156.2,1.0,False,5.74,0.9,1.04,4.988236154725137,5.59,13.4,0.0,13.4,1.686,52.1,0.0,3,False,False,False,3,False,0,punt,9.04385,1.075,3.93,1.49,-0.379,Traditional Big
Trayce Jackson-Davis,C/PF,C,3.88,3500,TOR,CLE,away,129.0,9.69,1.0309,15.3,0.6683850931677019,1.0624246231884056,0.9818583868898741,1.045606777985912,1.1469431833670591,110.4,1.0,False,7.05,0.763,1.0263,4.981536658746528,5.677039499999999,13.5,0.0,13.5,1.71,29.5,0.0,3,False,False,False,3,False,0,punt,8.69,1.075,3.95,1.49,-0.379,Traditional Big
Nick Smith,SG,PG,6.87,3500,LAL,HOU,home,106.0,9.16,0.7328,22.0,1.9432766615146835,0.778110145285935,1.0013448117769443,0.9628245778886816,0.9187703763530883,62.5,1.0,False,,0.527,1.0027,4.747955431733784,5.3011800000000004,12.7,0.0,12.7,1.675,,,3,False,False,False,3,False,0,punt,14.325,1.075,3.8,1.43,-0.404,Playmaker
Nae'Qwan Tomlin,PF,PF,5.14,3500,CLE,TOR,home,130.5,13.28,0.8459,15.5,0.0,0.8459,0.9868632842358697,0.9373896879620927,1.1236743215031315,133.3,1.0,False,7.67,0.833,1.0332999999999999,4.670100137221879,3.995818,10.7,0.7,10.0,1.291,42.1,0.0,3,False,False,False,3,False,0,punt,8.83375,1.075,3.02,1.14,-0.525,Stretch 4
Maxi Kleber,PF,C,7.52,3500,LAL,HOU,home,106.0,7.0,0.6542,9.6,0.8479752704791347,0.6946501870170015,1.0013448117769443,0.949551227618856,0.9187703763530883,89.6,1.0,False,6.41,0.704,1.0204,4.656541555234642,5.280715,12.6,0.0,12.6,1.706,22.8,0.0,3,False,False,False,3,False,0,punt,5.68225,1.054,3.95,1.49,-0.379,Traditional Big
Keon Ellis,SG/SF,PG,5.4,3500,CLE,TOR,home,130.5,15.28,0.7454,13.0,0.0,0.7454,0.9868632842358697,0.989119194116985,1.1236743215031315,150.0,1.0,False,8.22,0.877,1.0377,4.5814298640271724,3.2844428,9.5,1.3,8.2,1.074,37.6,-1.0,3,False,False,False,3,False,0,punt,9.44495,1.355,1.85,0.7,-0.708,3-and-D Wing
Adou Thiero,SF,SF,6.5,3500,LAL,HOU,home,106.0,4.62,0.77,14.6,1.2896290571870173,0.8176102782071097,1.0013448117769443,0.9265311704114112,0.9187703763530883,52.1,0.95,True,5.44,0.586,1.0086,4.340631706825304,4.0509634,10.4,0.3,10.1,1.396,18.8,0.0,3,False,False,False,3,False,0,punt,4.80365,0.903,3.5,1.32,-0.45,3-and-D Wing
Dorian Finney-Smith,PF,PF,7.61,3500,HOU,LAL,away,102.5,9.0,0.5357,10.7,0.6074790502793296,0.5569895858938546,1.0076429727476555,1.0908020505417029,0.9069671283853628,77.1,1.0,False,4.94,0.747,1.0247,4.329847907353949,4.109207,10.5,0.2,10.3,1.425,19.4,0.0,3,False,False,False,3,False,0,punt,4.7368,1.075,2.69,1.02,-0.575,Shooting Wing
Jeff Green,SF,PF,6.0,3500,HOU,LAL,away,102.5,4.11,0.7086,17.8,1.0105726256983243,0.7367609120111731,1.0076429727476555,1.0264020505417029,0.9069671283853628,62.5,1.0,False,4.53,0.703,1.0203,4.2307898361758935,3.5997,9.6,0.6,9.0,1.269,16.5,-1.0,3,False,False,False,3,False,0,punt,3.77225,0.842,3.19,1.21,-0.496,3-and-D Wing
Larry Nance,PF,PF,4.56,3500,CLE,TOR,home,130.5,10.24,0.8,14.0,0.0,0.8,0.9868632842358697,0.9823996879620926,1.1236743215031315,72.9,1.0,False,6.03,0.648,1.0148,4.032932488785048,3.2844428,9.0,0.7,8.3,1.232,24.7,-1.0,3,False,False,False,3,False,0,punt,6.8759999999999994,1.437,1.75,0.66,-0.725,3-and-D Wing
Jett Howard,SF,SF,4.52,3500,ORL,DET,away,111.0,9.52,0.7556,17.2,1.3192991563919534,0.7961699831278392,0.9890594394307187,0.9267866649420156,1.0088522870978687,114.6,1.0,False,7.33,0.764,1.0264,3.415785805816758,3.6556352000000003,8.9,0.0,8.9,1.606,42.9,-1.0,2,False,False,False,2,False,0,punt,7.85,1.075,2.76,1.04,-0.567,3-and-D Wing
Dalton Knecht,SF,SG,4.04,3500,LAL,HOU,home,106.0,7.28,0.7137,17.7,1.5634544049459043,0.7578291630602781,1.0013448117769443,1.041073862982756,0.9187703763530883,112.5,1.0,False,8.17,0.693,1.0192999999999999,2.9890066581044836,3.4192679999999998,8.1,0.0,8.1,1.71,28.7,-1.0,3,False,False,False,3,False,0,punt,7.372599999999999,1.612,1.56,0.59,-0.754,Shooting Wing
JD Davison,PG,SG,3.56,3500,HOU,LAL,away,102.5,6.79,0.8705,15.3,0.8686382681564248,0.9050950803072626,1.0076429727476555,1.0198445774316838,0.9069671283853628,58.3,0.95,True,7.03,0.504,1.0004,2.8541297284432625,3.3649859999999996,7.9,0.0,7.9,1.768,40.5,-1.0,3,False,False,False,3,False,0,punt,8.35625,1.181,2.12,0.8,-0.667,Combo Guard
Garrett Temple,SG,SG,2.66,3500,TOR,CLE,away,129.0,2.48,0.7515,15.3,0.6683850931677019,0.7744806521739129,0.9818583868898741,0.9833606211868496,1.1469431833670591,45.8,0.9,True,1.95,0.729,1.0229,2.1002523009411447,3.2979884,7.0,0.0,7.0,2.333,10.2,0.0,3,False,False,False,3,False,0,punt,3.01,1.559,1.61,0.61,-0.746,Combo Guard
